meal_description,carb,protein,fat,energy
"During my lunch, I enjoyed a hearty 102g beef frankfurter sandwich on a wheat bun, complemented by a spread of 5g mustard and 17g ketchup.",27.94,12.67,18.610000000000003,329.28000000000003
"For breakfast today, I enjoyed 150g of plain pancakes with 20g of syrup alongside a rich 496g Cafe Mocha made with non-dairy milk.",117.97,16.79,22.56,739.3399999999999
"Today’s lunch featured a delicious 75g pork sausage with a hint of 5g mustard, served in a fluffy 45g white hot dog bun.",23.87,18.51,22.370000000000005,372.35
"For breakfast today, I had a warm serving of Sopa de Fideo Aguada, totaling 242g, a delightful Mexican noodle soup inspired by my home cooking.",21.2,7.99,8.52,193.6
"For dinner, I had 163g of cooked white rice made with margarine, paired with 120g of sautéed chicken breast, and a slice of 28g white bread.",58.15,42.42,11.01,518.26
"For breakfast, I had a delicious 226g egg, cheese, ham, and bacon on a bun, topped with 28g of taco sauce.",39.18,33.04,30.09,568.08
"For my afternoon snack, I sipped on 240g of tap water, 240g of bottled unsweetened water, and treated myself to 372g of cola.",38.54,0.0,0.93,156.24
My breakfast consisted of a fluffy 70g plain muffin.,36.18,4.05,11.16,259.0
"For dinner, I had an 83g sandwich that was simply delightful.",27.41,7.7,11.37,244.85
"During dinner, I savored 600g of diet pepper soft drink, a sweet 50g brownie cookie without icing, and a filling 131g of pizza with a thick crust and plenty of extra meat.",68.59,20.52,25.39,578.6800000000001
"Today, my snack consisted of 28g of reduced sodium ham paired with 28g of soft white bread.",13.86,7.32,2.05,105.28
"During my snack time, I enjoyed 85 grams of delicious light butter-flavored popcorn made in the microwave.",60.78,10.63,8.02,357.85
"For my snack, I had a crisp 200g raw apple paired with 28.35g of reduced-fat cheddar cheese.",28.380000000000003,8.27,6.13,193.59
"During my snack time, I enjoyed a warm cup of 480g brewed coffee with a creamy addition of 244g low-fat milk.",12.66,8.83,2.42,109.72
"This evening's dinner included a fizzy 372g cola soft drink, a crisp 219g cabbage salad with tangy coleslaw dressing, and a savory 140g salmon patty.",64.09,26.47,43.63,748.11
My lunch consisted of a nutritious 34g meal replacement bar paired with a steaming 360g cup of brewed coffee.,15.3,10.63,4.83,148.44
"For breakfast, I had a hearty 240g serving of instant grits made with water and a touch of added fat.",34.46,3.26,6.79,201.6
"At lunch, I snacked on 57g of savory onion-flavored rings.",37.11,4.39,12.88,284.43
"For my lunch, I savored 1023g of pepper soft drink, accompanied by a satisfying 386g burrito filled with chicken, all wrapped in a 45g flour tortilla.",192.24,68.89,52.56,1501.48
"For my snack, I had 28g of cheese-flavored corn snacks, Cheetos, paired with a delicious 112g peanut butter and jelly sandwich on white bread.",65.64,14.53,28.590000000000003,563.36
I savored a 190g apple turnover for a quick and satisfying snack.,82.74,6.92,34.35,661.2
"Tonight's dinner consisted of 130g of delicious rotisserie chicken breast, complete with the crispy skin.",0.12,34.28,9.97,227.5
"As a treat for my snack, I savored 42g of whiskey complemented by 360g of light beer.",5.9,0.86,0.0,201.42
"During my snack time, I enjoyed 150g of ripe raw peach, complemented by 126g of banana and a crunchy 28g serving of baked potato chips.",63.92,4.130000000000001,5.92,306.46
"This morning, I enjoyed a 40g cereal or granola bar from KIND, packed with fruit and nuts.",17.72,5.48,12.76,194.8
"For a quick snack, I opted for 507g of bottled water and a tiny 3g serving of saltine crackers to satisfy my cravings.",2.22,0.28,0.26,12.54
"For breakfast, I had 372g of cola soft drink alongside 370g of noodle soup.",72.47,5.74,10.85,404.14
I treated myself to a delightful 42g graham cracker cookie with chocolate and marshmallow for my afternoon snack.,28.97,2.67,7.8,195.3
"For breakfast, I had 252g of ready-to-drink Ensure nutritional shake, 150g of raw grapes, a delicious 130g chocolate chip muffin, and a perfectly boiled 50g egg.",141.71,24.270000000000003,35.85,957.0
"At lunch, I treated myself to a 372g Powerade sports drink complemented by a 112g peanut butter and jelly sandwich made with regular peanut butter and reduced sugar jelly on wheat bread.",71.07,14.04,18.950000000000003,498.72
"During my dinner, I enjoyed 90g of stewed chicken thigh, skin included, paired with 507g of refreshing bottled water.",0.0,20.15,13.78,204.3
"For lunch, I relished 614g of bean with bacon or ham soup straight from the can, accompanied by 212g of cheesy Easy Mac noodles.",97.19,25.82,18.18,650.72
"During dinner, I enjoyed 507g of refreshing bottled water paired with a delicious 110g slice of pepperoni stuffed crust pizza.",29.91,14.21,16.51,325.6
"For lunch, I had a vibrant 180g fruit juice drink with high vitamin C and a satisfying 116g grilled cheese sandwich made with American cheese on wheat bread.",39.48,13.86,22.53,413.52
"Today’s breakfast consisted of 507g of bottled water, unsweetened, and a 40g plain waffle, reduced fat, straight from the freezer.",18.48,3.77,2.77,115.6
"Today for lunch, I indulged in a 255g frozen meal containing chicken in a flavorful soy sauce, complemented by rice and an array of vegetables.",45.57,16.73,2.3,270.3
I started my day with a delightful breakfast of 248g reduced-fat strawberry milk and 40g of pancakes from school.,42.73,10.31,7.09,268.48
"At snack time, I treated myself to 240g of tap water and a light 28g serving of butter-flavored popcorn.",14.95,2.49,9.11,148.4
"I started my day with a breakfast that included 480g of brewed coffee, a savory 222g burrito containing egg and breakfast meat, and 15g of liquid flavored coffee creamer.",42.47,26.43,34.330000000000005,588.5699999999999
"For my lunch, I opted for a 68g nutrition bar, specifically a PowerBar.",47.35,9.62,2.11,246.84
"I treated myself to a refreshing snack of 113g canned fruit cocktail, a 126g raw banana, and a deliciously juicy 200g apple.",70.42,2.38,0.8600000000000001,270.38
"For breakfast today, I enjoyed 507g of diet root beer and a delightful 154g cornbread muffin that really hit the spot.",78.54,9.6,12.94,469.7
"For lunch, I savored 372g of crispy French fries loaded with chili and cheese, a delightful fast food experience.",94.53,14.84,42.33,818.4
"For my snack, I had a refreshing 50g freezer pop alongside a delicious 135g funnel cake topped with sugar and fruit.",83.76,7.72,20.98,548.45
"For a sweet treat, I savored 10.5g of chocolate chip cookie and 135g of rich vanilla ice cream during my snack.",38.72,5.26,17.45,331.11
"During my snack time, I savored a 372g serving of caffeine-free fruit-flavored soft drink, paired with 21g of American cheese and a fluffy 28g white hamburger bun.",53.61,6.3100000000000005,6.0,291.39
"This morning, I treated myself to a 75g cake-type doughnut topped with rich chocolate icing.",37.72,3.35,17.6,320.25
"For lunch, I had 245g of plain Greek yogurt made with nonfat milk.",8.92,25.24,0.91,149.45
"This morning, my breakfast included 20g of gluten-free pancakes, paired with 20g of beef sausage and enjoyed with a glass of 244g whole milk.",20.12,11.32,14.46,255.0
My breakfast consisted of 186g of fruit juice drink from Capri Sun paired with a 102g American cheese sandwich on wheat bread without any spread.,49.57,13.6,12.2,359.16
"During my snack time, I enjoyed 360g of steaming black tea with 20g of sweet honey.",17.560000000000002,0.06,0.0,64.39999999999999
"For breakfast today, I treated myself to 480g of brewed coffee and a satisfying 117g sausage served on a biscuit.",35.09,11.89,28.67,438.87
"This morning, my breakfast featured a refreshing 244g serving of chocolate soy milk.",24.28,5.51,3.73,153.72
"For my snack, I had 57g of pork skin rinds paired with 360g of diet cola.",1.04,35.34,17.95,317.28
"During my snack time, I enjoyed 10g of salted hard pretzels along with a juicy 109g tangerine.",22.58,1.88,0.63,96.17
"During my lunch, I enjoyed a refreshing 240g of bottled, unsweetened water alongside 244g of fat-free skim milk and a scoop of 26g Slim Fast nutritional powder mix.",31.15,10.48,3.67,199.44
"This evening, I had 593g of creamy chicken or turkey soup, which was prepared with water, for dinner.",21.53,7.18,17.37,272.78
"For dinner, I had 244g of whole milk alongside 162g of spanakopitta.",28.4,20.17,32.53,480.12
"Today’s lunch featured 170g of medium crust cheese pizza from school, a 124g carton of 100% orange juice, and I couldn’t resist a 4g piece of regular chewing gum to finish it all off.",68.67,24.08,14.76,500.16
"I enjoyed a satisfying 262g frozen dinner of turkey with gravy, dressing, potatoes, and vegetables, paired with 507g of unsweetened bottled water.",42.76,18.26,10.19,335.36
"I started my day with a delicious breakfast featuring a 270g burrito filled with meat, 28.35g of part-skim mozzarella cheese, and a 341g serving of bottled coffee.",83.25,48.62,49.59,979.99
"For breakfast, I enjoyed a sweet 180g raw pear alongside a crunchy 200g raw apple, paired with a large 620g Gatorade sports drink to energize me.",94.9,1.17,0.5900000000000001,367.8
"During my snack time, I munched on 40g of delicious Honey Nut Chex cereal.",34.67,2.52,0.8,150.0
"I enjoyed a classic lunch today with a 100g jelly sandwich, using regular jelly on wholesome whole wheat bread.",55.23,6.9,2.39,265.0
"For my snack, I had a 130g fried fish sandwich from a fast food place, along with 145g of crispy French fries and 372g of refreshing cola.",131.96,23.73,32.85,918.04
"I savored a 372g frozen coffee drink with my dinner, which included a 100g hamburger from McDonald's.",79.46000000000001,19.07,13.64,508.52
"For dinner, I had a crispy 65g fried chicken drumstick that was coated and fully enjoyed.",3.84,12.38,9.78,156.0
"For a little pick-me-up, I enjoyed 17g of chocolate-covered coconut candy.",10.01,0.78,4.52,83.81
I started my day with a 54g breakfast tart complemented by 124g of refreshing orange juice enriched with calcium.,52.76,3.01,5.0200000000000005,266.18
"I kicked off my lunch with 507g of tap water, enjoyed a tangy 10g of ketchup, had 110g of fast food french fries, and indulged in a 110g Burger King cheeseburger.",74.58,19.2,29.21,640.4000000000001
My snack consisted of 21g of sharp Cheddar cheese and 28g of crispy corn chips for that perfect crunch.,16.55,6.619999999999999,16.48,236.6
"For my snack, I indulged in 320g of candied apples.",94.75,4.29,6.88,428.8
"During my snack time, I enjoyed a light portion of 14g microwave kettle corn popcorn paired with 600g of refreshing bottled water.",8.16,1.38,3.79,72.24
"During my lunch, I enjoyed a refreshing 372g of cola soft drink, 240g of bottled water, and a delicious 140g serving of skinless fried chicken breast.",46.87,34.33,14.86,461.44
"In my snack time today, I indulged in a 154g raw orange and a 50g brownie cookie without icing, which was both tasty and energizing.",50.05,3.85,8.33,274.88
"This morning, I enjoyed a refreshing 248g of fat-free strawberry milk together with an 88g corn dog for a satisfying breakfast.",53.55,15.43,10.8,371.28
"For lunch, I had a refreshing 50g freezer pop, along with 248g of fat-free strawberry milk and a 90g hamburger from the school cafeteria.",63.0,24.06,6.97,412.18
"For breakfast today, I savored 248g of chocolate milk and an 88g corn dog filled with a frankfurter and enveloped in a cornbread coating.",57.1,15.95,10.58,386.16
I started my day with a delicious breakfast consisting of 244g of skim milk and a 126g raw banana.,40.71,9.739999999999998,0.62,195.1
My dinner consisted of 60g of ground turkey and a refreshing 507g of bottled water.,0.0,16.28,6.19,120.6
"My afternoon snack consisted of 250g of canned pears in syrup, which was wonderfully sweet.",37.88,0.45,0.12,142.5
I treated myself to a sweet 20g of honey for my snack.,16.48,0.06,0.0,60.8
"During my snack time, I sipped on 480g of steaming herbal tea, added a touch of 3g stevia powder, and also had 480g of invigorating hot green tea.",3.96,1.06,0.0,9.6
"For dinner, I had a delicious 66g frosted cinnamon bun roll accompanied by 28g of white bread.",45.86,5.58,18.57,373.92
"For dinner, I savored 252g of beef pot pie complemented by 28g of flavored corn chips for an extra crunch.",59.02,21.85,43.31,712.0400000000001
"Today’s lunch consisted of 50g of whole egg cooked to perfection, a delicious 260g steak and cheese sandwich with crisp lettuce and juicy tomato, and a refreshing 1014g of unsweetened bottled water.",56.21,37.95,20.6,563.3
"For a light snack, I opted for 113g of fruit cocktail in syrup, washed down with 620g of cola soft drink, alongside 28g of potato chips, and 507g of unsweetened bottled water.",97.15,2.23,11.14,477.16
"For breakfast, I had a crisp 242g raw apple, a slice of 142g thin crust cheese pizza from school lunch, and a refreshing 244g glass of reduced-fat (2%) milk.",89.86,26.86,16.28,598.58
"For a delightful snack, I savored 70g of light caramel dip with a juicy 242g raw apple and a bowl of 240g reduced sugar flavored oatmeal.",113.22,7.119999999999999,3.48,481.04
"Today’s lunch consisted of 507g of refreshing bottled water, a 44g chocolate snack cake topped with icing, a soft 45g white roll, and 75g of flavorful Italian sausage.",50.7,19.65,28.42,542.61
"During dinner, I enjoyed a 44g snack chocolate cake and a refreshing 507g of bottled water, accompanied by a 75g Italian sausage and a 45g white hot dog bun, with a hint of 5g mustard for extra flavor.",50.96,19.86,28.59,545.6600000000001
I treated myself to a snack that included 28.35g of part-skim mozzarella cheese along with 45g of Teddy Grahams.,36.21,9.73,10.55,277.98
"Today for lunch, I had a filling 290g Whopper with cheese, accompanied by a small 28g portion of plain potato chips to snack on.",66.49000000000001,41.49,55.33,926.16
"My dinner consisted of a thirst-quenching 360g Gatorade G2 sports drink, 145g of golden french fries from a fast food place, a 15g serving of ranch dip, and a satisfying 140g fried chicken fillet sandwich.",106.06,22.53,47.12,939.55
"During my snack break, I treated myself to a 17g Reese's Peanut Butter Cup and washed it down with 240g of cool bottled water.",9.41,1.74,5.19,87.55
"I treated myself to a snack consisting of 30g of tap water, a delightful 35g chocolate-coated cereal bar, and a 40g KIND Fruit and Nut Bar for a healthy boost.",40.46,8.11,19.91,362.8
"For lunch, I had 244g of fat-free skim milk alongside a delicious 116g American cheese sandwich on white bread, complete with mayonnaise.",45.25,20.92,22.52,469.24
"For my snack, I enjoyed 507g of bottled unsweetened water, a 242g raw apple, a 125g soft serve vanilla ice cream cone, and a delicious 21g Nature Valley Crunchy Granola Bar, along with a refreshing 620g sports drink of Gatorade G.",126.11,8.89,10.71,622.1999999999999
"For a quick snack, I grabbed a 126g raw banana and a 30g chocolate chip cookie, which was simply irresistible.",46.59,3.1100000000000003,8.86,258.84
"For breakfast, I had 507g of bottled unsweetened water alongside a delicious 496g frozen coffee drink topped with whipped cream.",63.74,8.04,13.89,401.76
"As a midday snack, I indulged in 9.6g of beef jerky, complemented by 40g of tangy dill pickles and a delightful 43g piece of chocolate-covered fondant.",36.43,4.33,6.63,201.54
"My breakfast consisted of a delicious 90g cinnamon bun frosted to perfection, accompanied by a glass of 124g 100% orange juice.",57.94,4.84,24.1,466.32
"During my afternoon snack, I enjoyed 240g of refreshing tap water alongside 360g of crisp hard cider.",21.31,0.0,0.0,201.6
"At lunch today, I had 154g of a raw orange, 248g of rich whole chocolate milk, and 170g of pepperoni pizza with medium crust.",94.35,32.36,24.26,713.4200000000001
"For a quick snack, I grabbed 360g of unsweetened bottled water and paired it with 28g of lightly salted pretzels.",22.34,2.68,0.9,106.96
"At lunch today, I enjoyed a delightful 113g cornbread muffin, accompanied by 28g of crispy plain potato chips and a refreshing 154g raw orange.",90.8,9.91,19.18,565.99
"For a quick snack, I savored 50g of a freezer pop alongside 45g of Goldfish cheese crackers.",36.36,4.92,10.35,259.55
"During my lunch, I enjoyed a juicy 154g orange, a sweet 165g apple, a creamy 248g of reduced sugar chocolate milk, and a hearty 164g slice of stuffed crust pizza topped with pepperoni.",104.53,31.58,27.66,784.98
"For lunch, I savored 28g of fluffy white bread.",13.78,2.64,1.01,75.6
My afternoon snack consisted of a 75g vanilla ice cream bar paired with 140g of trail mix featuring chocolate bits.,95.49,17.89,63.99,969.9
"My breakfast consisted of 248g of rich chocolate milk and a 50g reduced-fat brownie cookie, a deliciously indulgent way to kick off my morning.",60.87,8.8,9.55,360.98
I treated myself to a refreshing 248g serving of reduced-fat chocolate milk for my snack.,30.08,7.42,4.71,188.48
"For lunch, I had 620g of caffeine-free fruit-flavored soft drink along with a thick crust pepperoni pizza from a restaurant, weighing 217g.",131.96,25.24,27.42,870.79
"This morning, my breakfast consisted of 360g of refreshing bottled water and a delightful 45g serving of Teddy Grahams.",34.95,3.01,4.77,193.5
My dinner consisted of a savory 75g scrambled egg mixed with vibrant dark-green vegetables and enhanced with some added fat.,0.94,7.99,9.62,123.75
"For my lunch, I indulged in a 140g Double cheeseburger and complemented it with 110g of French fries from a fast food restaurant.",69.66,26.42,37.24,724.0
"At lunch, I treated myself to a 117g soft taco with meat, enhanced by 30g of smooth and tangy regular sour cream.",23.08,12.11,19.96,317.97
"For breakfast today, I enjoyed a 135g sardine sandwich that was quite filling.",29.52,24.12,10.75,318.6
"At dinner, I enjoyed a 45g sautéed chicken drumstick, complemented by 190g of buttery frozen broccoli and a satisfying 260g baked potato, peel and all, slathered in cheese.",55.0,26.46,29.84,573.95
I treated myself to a snack of 111g garlic bread from frozen and a 28g portion of meatloaf made with ham.,48.03,15.07,20.53,438.34
"For my dinner, I savored an 85g beef hot dog sandwich on white bread.",15.51,9.66,17.81,264.35
"My breakfast consisted of 507g of bottled, unsweetened water, a 75g iced cake doughnut, and 57g of crunchy pork skin rinds.",38.42,38.13,35.230000000000004,633.3299999999999
"For my snack, I had a delicious 108g breakfast tart paired with a 42g General Mills Nature Valley Crunchy Granola Bar.",104.63,8.57,18.06,613.62
I kicked off my breakfast with a juicy 150g raw peach and a generous 507g of chilled bottled water.,15.15,1.36,0.4,63.0
"For breakfast, I had 244g of reduced fat (2%) milk alongside a sweet 70g pan dulce with sugar topping.",51.42,14.28,13.61,383.8
"My afternoon snack consisted of a 35g cereal bar, filled with oats and nuts and covered in a tasty non-chocolate coating.",21.05,3.01,7.0,159.25
"Today’s lunch featured a 135g cheeseburger on a white bun, complemented by 5g of mustard for an extra kick.",26.58,24.05,21.930000000000003,405.35
My afternoon snack consisted of a crunchy 40g granola bar and a sweet 45g butter cookie.,56.06,6.45,16.72,397.2000000000001
"For my snack, I had 240g of tap water alongside 150g of fresh raw blueberries.",21.74,1.11,0.5,85.5
"For my snack, I had 240g of unsweetened bottled water alongside a delicious 30g peanut butter cookie with chocolate.",17.85,2.34,7.59,142.5
"For a quick snack, I opted for 225g of Cape Cod chips.",22.9,0.0,0.18,220.5
"For my snack, I had 50g of breaded chicken tenders from fast food.",8.62,9.61,6.98,135.5
"I enjoyed 21g of creamy Colby Jack cheese with a satisfying 142g meat-filled turnover for lunch today, and I skipped the gravy.",43.720000000000006,18.08,19.53,422.86
"My afternoon snack included a crunchy 200g apple, 93g of delicious liquid yogurt, and a sweet 26g piece of fruit leather candy.",60.52,4.11,2.09,265.86
"My afternoon snack consisted of a delicious 108g breakfast tart complemented by a 279g serving of a fruity, caffeine-free soft drink.",105.87,4.47,9.8,527.4
"For lunch, I treated myself to a 64g egg roll stuffed with flavorful chicken or turkey.",17.25,6.31,7.56,161.92
"For my lunch today, I enjoyed a warm 116g grilled cheese sandwich featuring gooey cheddar cheese on white bread, along with a classic 46g peanut butter sandwich on white bread.",48.93,21.95,36.14,602.36
"Tonight's dinner consisted of 180g of pinto beans, prepared from dried and completely fat-free.",46.91,16.13,1.17,255.6
"For my snack, I had 80g of dill pickles.",1.59,0.38,0.34,9.6
"This afternoon's snack was quite delightful with a 95g vanilla ice cream cone, a chilled 50g popsicle, and a refreshing 507g of tap water to wash it down.",42.28,4.95,20.91,375.8
"At lunch, I had a tasty 126g banana, complemented by 248g of low-fat chocolate milk and a 142g slice of thin crust pepperoni pizza from the school cafeteria.",98.31,28.1,15.41,631.54
"This morning, my breakfast consisted of a fluffy 45g biscuit and a tasty 35g pork sausage.",19.77,9.68,18.05,280.25
"For a refreshing snack, I brewed 360g of hot leaf green tea and squeezed in 6g of fresh lemon juice to brighten the flavor.",0.41,0.81,0.01,4.92
"I enjoyed a refreshing lunch today that included 507g of unsweetened bottled water, 14.7g of zesty Italian dressing, a touch of 5g mustard, and a hearty 260g turkey submarine sandwich topped with cheese, lettuce, and tomato.",60.33,23.98,9.28,420.53
"For dinner, I had 75g of Italian sausage served in a 45g hot dog bun, topped with 17g of barbecue sauce and a hint of mustard, alongside 507g of refreshing bottled water.",31.35,18.4,21.69,399.34
"This morning, my breakfast included a 126g banana and a tasty 37g Nutri-Grain cereal bar from Kellogg's.",53.8,2.93,3.63,247.19
"During my snack time, I enjoyed a delicious 95g vanilla ice cream cone paired with a juicy 154g raw orange.",50.76,6.4,20.97,408.68
"I treated myself to a snack of 240g bottled unsweetened water, 11g of movie theater popcorn, a generous 244g serving of whole milk, and a delicious 50g popsicle.",25.4,8.68,13.29,252.23
Today’s lunch consisted of a refreshing 240g of bottled unsweetened water alongside a hearty 240g turkey and bacon submarine sandwich topped with crisp lettuce and juicy tomato.,46.68,25.03,22.73,494.4
"My snack today included 16g of chewy fruit leather and a 42g butter cookie with a luscious icing, making it a delightful treat.",44.02,1.51,6.72,240.26
"Today’s lunch featured a crisp 200g apple, a soul-warming 240g miso broth soybean soup, and a delightful 21g Nature Valley crunchy granola bar.",47.06999999999999,8.57,8.24,282.11
My dinner consisted of a juicy 135g cheeseburger on a white bun topped with 17g of ketchup.,30.98,24.02,21.78,419.47
"For my snack today, I had 248g of XS energy drink.",1.74,0.62,0.2,12.4
"For my snack, I had 248g of XS energy drink, along with 30g of liquid coffee creamer, and 240g of brewed coffee.",5.15,1.21,3.24,55.6
"I indulged in a 60g serving of plain Chex Mix, complemented by a 20g cookie and a crisp 180g raw pear for my snack.",85.89,6.970000000000001,11.19,457.80000000000007
"For lunch, I had 9g of sweet and sour sauce to accompany my 64g shrimp egg roll.",22.65,3.62,9.05,186.02
"My snack today featured a tasty 55g fried chicken wing, coated in that irresistible fast food flavor.",8.21,9.76,11.68,177.1
"My lunch consisted of 28g of plain potato chips, a 372g cola soft drink, 17g of ketchup for extra flavor, and a small hamburger on a white bun weighing 115g.",83.82,21.64,26.36,652.4200000000001
"For a delightful snack, I savored 240g of creamy vanilla ice cream, complemented by 507g of bottled water and a crispy 28g serving of lightly salted potato chips.",71.6,10.28,36.29,653.32
"I treated myself to a snack of 507g bottled unsweetened water, a hefty 526g milkshake with various flavors, and a small 18g portion of hard candy to satisfy my sweet tooth.",120.68,17.73,34.34,849.4
"My afternoon snack consisted of a 54g breakfast tart, complemented by 244g of whole milk and a delightful 110g serving of chocolate pudding.",75.49,12.47,17.74,510.5
"For my snack, I had 108g of thin crust pizza topped with various meats from a restaurant.",29.16,14.43,19.13,346.68
"For lunch, I had a 105g bagel, a 55g egg omelet made with butter, and a 24g Quaker Chewy Granola Bar.",72.22,18.92,13.15,476.52
"During my lunch today, I enjoyed 107g of medium crust pizza loaded with extra meat and vegetables alongside a 372g serving of fruit-flavored soft drink.",66.3,12.23,10.87,405.55
"This snack included 30g of a delightful peanut butter cookie and 150g of fresh, tart raspberries.",35.35,4.48,8.13,219.9
"For my snack, I enjoyed a refreshing 225g Screwdriver cocktail.",19.39,1.15,0.2,209.25
I enjoyed a lunch consisting of a 62g hard white roll filled with 75g of Italian sausage and topped with 17g of ketchup.,38.94,19.97,22.34,440.33
"I enjoyed a satisfying lunch featuring a 90g doughnut filled with custard and drizzled in icing, a fluffy 60g yeast doughnut, and some crispy fried chicken—175g of breast and 110g of thigh—both from my favorite fast-food place.",103.25,59.35,81.63999999999999,1380.35
"I started my day with a refreshing 507g of unsweetened bottled water, complemented by 55g of hash browns from fast food, a 20g serving of jelly, and a hearty 114g sausage and cheese on an English muffin.",58.69,16.59,32.93,588.12
I treated myself to 28g of delicious pork skin rinds for a quick snack.,0.0,17.16,8.76,152.32
"For breakfast today, I savored 21g of cheddar cheese, a soft 58g English muffin, and a hearty 55g scrambled egg cooked with margarine.",26.53,16.48,15.329999999999998,311.39
"For my snack, I had 26g of fruit leather and fruit snacks candy, along with a fresh 126g raw banana.",50.7,1.5100000000000002,1.16,207.04
"I started my day with a hearty breakfast, featuring a 102g hot dog sandwich on white bun, paired with 360g of bottled unsweetened water and garnished with 5g of mustard and 10g of ketchup.",27.29,11.72,18.74,327.31
"I enjoyed a delicious dinner featuring 136g of fried catfish, perfectly coated in oil.",13.4,21.76,20.94,334.56
"During my lunch break, I enjoyed 248g of whole chocolate milk, complemented by a juicy 154g raw orange and a slice of medium crust cheese pizza weighing 147g.",87.4,29.4,21.22,645.72
"For dinner, I had a delicious 157g roast beef sandwich.",34.87,23.82,16.17,383.08
"For a light snack, I sipped on 31g of delicious 100% citrus fruit juice blend.",3.78,0.13,0.02,15.81
"During my lunch break, I enjoyed a refreshing 124g canned orange juice paired with a 92g chicken fillet sandwich from the cafeteria.",41.73,14.29,7.57,291.68
I enjoyed a refreshing 126g banana paired with crunchy 60g raw carrots during my snack time.,34.53,1.93,0.56,136.74
"I had a delightful lunch consisting of 57g of other flavored potato chips, a small 5g portion of mustard, a 102g plain hot dog sandwich on white bread, and a refreshing 372g of bottled iced green tea.",80.75,14.15,34.96,672.8
"During my afternoon snack, I enjoyed a refreshing 80g frozen fruit juice bar paired with a crunchy 165g raw apple.",43.11,1.08,0.33,169.8
"For my dinner, I enjoyed a satisfying 60g of ground turkey, accompanied by 163g of white rice and a tasty 217g mix of chicken and vegetables, ensuring no carrots or broccoli were included, all enhanced by soy sauce.",55.25,43.63,24.49,615.14
I treated myself to 18g of M&M's Milk Chocolate Candies and chewed on 2g of sugar-free gum for a quick snack.,14.71,0.78,3.81,93.92
"For lunch, I had 57g of barbecue-flavored potato chips, a refreshing 372g caffeine-free fruit-flavored soft drink, a hearty 180g tuna salad sandwich on bread, and a boiled egg weighing 50g.",102.85,27.98,43.7,893.89
My dinner consisted of 507g of bottled water without any sweeteners and a flavorful 272g burrito packed with chicken and sour cream.,39.71,39.44,35.99,639.2
"For my midday meal, I savored 586g of vegetable soup that was conveniently canned and ready to serve.",46.29,6.68,2.11,228.54
My breakfast consisted of a delightful 203g diet fruit juice drink to quench my thirst.,0.95,0.0,0.0,2.03
"I had a delightful lunch featuring 372g of a peppery soft drink and a hearty 112g peanut butter and jelly sandwich on whole wheat, made with regular spreads.",86.92,14.07,19.67,558.3199999999999
My afternoon snack included 507g of unsweetened bottled water and a crispy 20g portion of vegetable chips.,11.84,0.94,5.31,99.0
I treated myself to a delightful 225g White Russian during dinner.,25.13,4.84,17.77,407.25
I enjoyed a delightful dinner consisting of 75g of ice cream cookie sandwich and an 80g cheeseburger slider.,46.76,17.96,23.76,475.35
"My snack consisted of 507 grams of crisp bottled water and a generous 744 grams of iced black tea, perfectly sweetened for a delightful refreshment.",59.07,0.0,0.15,230.64
I savored a delightful lunch that included 155g of fresh cantaloupe and 150g of crunchy fried chicken breast.,23.35,32.08,22.39,426.2
"For a delightful snack, I treated myself to 120g of salted soft pretzels and washed it down with 620g of caffeine-free fruit-flavored soft drink.",146.13,9.92,4.92,662.0
I treated myself to a delicious 95g serving of gelatin dessert for my afternoon snack.,13.48,1.16,0.0,57.0
I started my day with a 42g serving of General Mills Nature Valley Crunchy Granola Bar paired with 80g of crisp dill pickles.,28.64,4.62,8.66,207.42
"For my snack, I had 507g of bottled unsweetened water, 120g of vanilla ice cream, and a delicious 110g brownie cookie with icing.",98.22,7.43,31.84,689.5
"For a quick snack, I opted for 26g of fruit leather paired with 186g of a fruit juice drink from Capri Sun.",40.52,0.14,0.87,167.44
"For my midday meal, I savored 744g of refreshing iced black tea that was pre-sweetened, along with a hearty 159g sandwich featuring egg, cheese, and sausage on an English muffin.",86.8,21.27,28.93,685.38
"During my lunch break, I enjoyed a sweet 126g banana paired with a 30g cookie that was either butter or sugar flavored.",48.98,2.97,6.28,251.34
"Tonight for dinner, I quenching my thirst with 240g of unsweetened bottled water while savoring 144g of pizza with meat and vegetables from my favorite fast food place.",36.55,15.87,15.7,351.36
"I kicked off my day with a 620g ginger ale soft drink, complemented by a satisfying 168g egg, cheese, and bacon griddle cake sandwich, and a tasty 159g egg, cheese, and sausage on an English muffin for breakfast.",126.04,41.48,50.94,1122.5
"For my snack, I had 524g of caffeine-free fruit-flavored soft drink along with a delicious 75g vanilla ice cream sandwich.",80.04,3.47,8.95,407.6
"I treated myself to a snack that included 507g of unsweetened bottled water, a satisfying 157g pizza with extra meat, and a delightful 28g cookie featuring a blend of vanilla, caramel, and chocolate.",59.74,22.72,26.69,567.1
"During lunch, I enjoyed a hearty 494g bowl of mostly noodle soup paired with a refreshing 360g diet pepper soft drink.",46.34,8.06,13.35,338.18
"Tonight for dinner, I indulged in 85g of crispy fried chicken drumstick, complemented by a thirst-quenching 744g of iced tea brewed black and sweetened.",64.09,16.19,12.93,434.64
